x1,x2,x3
9.6033,9.5585,9.6176
9.5585,9.6176,9.7603
9.6176,9.7603,9.8085
9.7603,9.8085,9.704
9.8085,9.704,9.7494
9.704,9.7494,9.6669
9.7494,9.6669,9.8016
9.6669,9.8016,9.7371
9.8016,9.7371,9.7683
9.7371,9.7683,9.8951
9.7683,9.8951,9.8358
9.8951,9.8358,9.8395
9.8358,9.8395,9.8786
9.8395,9.8786,9.8166
9.8786,9.8166,9.89
9.8166,9.89,9.8203
9.89,9.8203,9.8855
9.8203,9.8855,9.8832
9.8855,9.8832,9.8624
9.8832,9.8624,9.894
9.8624,9.894,9.8366
9.894,9.8366,9.963
9.8366,9.963,10.0533
9.963,10.0533,10.0235
10.0533,10.0235,10.0171
10.0235,10.0171,9.9907
10.0171,9.9907,10.0289
9.9907,10.0289,10.0157
10.0289,10.0157,10.1174
10.0157,10.1174,10.178
10.1174,10.178,10.246
10.178,10.246,10.2745
10.246,10.2745,10.3983
10.2745,10.3983,10.4339
10.3983,10.4339,10.5605
10.4339,10.5605,10.4632
10.5605,10.4632,10.5039
10.4632,10.5039,10.4475
10.5039,10.4475,10.3292
10.4475,10.3292,10.3509
10.3292,10.3509,10.3327
10.3509,10.3327,10.4768
10.3327,10.4768,10.2833
10.4768,10.2833,10.2528
10.2833,10.2528,10.103
10.2528,10.103,10.0752
10.103,10.0752,9.9988
10.0752,9.9988,10.0083
9.9988,10.0083,10.0066
10.0083,10.0066,9.9547
10.0066,9.9547,9.9103
9.9547,9.9103,9.9073
9.9103,9.9073,9.8942
9.9073,9.8942,9.941
9.8942,9.941,10.107
9.941,10.107,10.1214
10.107,10.1214,10.1219
10.1214,10.1219,10.1062
10.1219,10.1062,10.09
10.1062,10.09,10.0963
10.09,10.0963,10.0107
10.0963,10.0107,10.0651
10.0107,10.0651,10.0762
10.0651,10.0762,10.0786
10.0762,10.0786,10.1554
10.0786,10.1554,10.1072
10.1554,10.1072,10.2078
10.1072,10.2078,10.1748
10.2078,10.1748,10.1425
10.1748,10.1425,10.1755
10.1425,10.1755,10.2427
10.1755,10.2427,10.1717
10.2427,10.1717,10.1852
10.1717,10.1852,10.1129
10.1852,10.1129,10.1653
10.1129,10.1653,10.1536
10.1653,10.1536,10.2489
10.1536,10.2489,10.2426
10.2489,10.2426,10.2318
10.2426,10.2318,10.2737
10.2318,10.2737,10.2161
10.2737,10.2161,10.4138
10.2161,10.4138,10.3488
10.4138,10.3488,10.3637
10.3488,10.3637,10.3177
10.3637,10.3177,10.2906
10.3177,10.2906,10.1824
10.2906,10.1824,10.1625
10.1824,10.1625,10.1981
10.1625,10.1981,10.0655
10.1981,10.0655,10.0886
10.0655,10.0886,10.089
10.0886,10.089,10.141
10.089,10.141,10.0882
10.141,10.0882,10.0709
10.0882,10.0709,10.0816
10.0709,10.0816,10.1425
10.0816,10.1425,10.1208
10.1425,10.1208,10.1375
10.1208,10.1375,10.2198
10.1375,10.2198,10.0978
10.2198,10.0978,10.088
10.0978,10.088,10.1654
10.088,10.1654,10.0521
10.1654,10.0521,10.045
10.0521,10.045,10.1587
10.045,10.1587,10.1093
10.1587,10.1093,10.1224
10.1093,10.1224,10.1111
10.1224,10.1111,10.0674
10.1111,10.0674,10.1197
10.0674,10.1197,10.2071
10.1197,10.2071,10.2073
10.2071,10.2073,10.1278
10.2073,10.1278,10.1225
10.1278,10.1225,10.1173
10.1225,10.1173,10.0017
10.1173,10.0017,9.8935
10.0017,9.8935,10.0248
9.8935,10.0248,10.0069
10.0248,10.0069,9.9663
10.0069,9.9663,10.0015
9.9663,10.0015,10.0298
10.0015,10.0298,10.0419
10.0298,10.0419,10.0338
10.0419,10.0338,9.9959
10.0338,9.9959,9.9251
9.9959,9.9251,9.9396
9.9251,9.9396,9.9024
9.9396,9.9024,9.9404
9.9024,9.9404,10.013
9.9404,10.013,10.1893
10.013,10.1893,10.2018
10.1893,10.2018,10.2155
10.2018,10.2155,10.1223
10.2155,10.1223,10.1036
10.1223,10.1036,10.1231
10.1036,10.1231,10.2122
10.1231,10.2122,10.3258
10.2122,10.3258,10.3126
10.3258,10.3126,10.6091
10.3126,10.6091,10.5765
10.6091,10.5765,10.6186
10.5765,10.6186,10.7266
10.6186,10.7266,10.6234
10.7266,10.6234,10.5322
10.6234,10.5322,10.6161
10.5322,10.6161,10.6785
10.6161,10.6785,10.7974
10.6785,10.7974,10.8846
10.7974,10.8846,10.8419
10.8846,10.8419,10.8241
10.8419,10.8241,10.6847
10.8241,10.6847,10.628
10.6847,10.628,10.5708
10.628,10.5708,10.6874
10.5708,10.6874,10.6528
10.6874,10.6528,10.7235
10.6528,10.7235,10.8262
10.7235,10.8262,10.9375
10.8262,10.9375,11.016
10.9375,11.016,11.0336
11.016,11.0336,10.9705
11.0336,10.9705,11.0199
10.9705,11.0199,11.0248
11.0199,11.0248,10.9288
11.0248,10.9288,10.7929
10.9288,10.7929,10.9751
10.7929,10.9751,10.9939
10.9751,10.9939,10.9621
10.9939,10.9621,11.0968
10.9621,11.0968,11.0535
11.0968,11.0535,11.2402
11.0535,11.2402,11.3089
11.2402,11.3089,11.3019
11.3089,11.3019,11.2758
11.3019,11.2758,11.4282
11.2758,11.4282,11.5177
11.4282,11.5177,11.4219
11.5177,11.4219,11.4713
11.4219,11.4713,11.45
11.4713,11.45,11.3555
11.45,11.3555,11.3513
11.3555,11.3513,11.3663
11.3513,11.3663,11.5346
11.3663,11.5346,11.5336
11.5346,11.5336,11.4085
11.5336,11.4085,11.313
11.4085,11.313,11.3616
11.313,11.3616,11.3479
11.3616,11.3479,11.2747
11.3479,11.2747,11.1662
11.2747,11.1662,10.9964
11.1662,10.9964,11.1805
10.9964,11.1805,11.1999
11.1805,11.1999,11.2253
11.1999,11.2253,11.2343
11.2253,11.2343,11.2681
11.2343,11.2681,11.3646
11.2681,11.3646,11.3896
11.3646,11.3896,11.6825
11.3896,11.6825,11.7623
11.6825,11.7623,11.7501
11.7623,11.7501,11.7705
11.7501,11.7705,11.659
11.7705,11.659,11.6575
11.659,11.6575,11.6608
11.6575,11.6608,11.7409
11.6608,11.7409,11.6996
11.7409,11.6996,11.5911
11.6996,11.5911,11.6145
11.5911,11.6145,11.5892
11.6145,11.5892,11.665
11.5892,11.665,11.6324
11.665,11.6324,11.5157
11.6324,11.5157,11.4918
11.5157,11.4918,11.5642
11.4918,11.5642,11.5055
11.5642,11.5055,11.5715
11.5055,11.5715,11.5899
11.5715,11.5899,11.5487
11.5899,11.5487,11.5033
11.5487,11.5033,11.5196
11.5033,11.5196,11.4905
11.5196,11.4905,11.5058
11.4905,11.5058,11.5393
11.5058,11.5393,11.7235
11.5393,11.7235,11.6897
11.7235,11.6897,11.7376
11.6897,11.7376,11.828
11.7376,11.828,11.8045
11.828,11.8045,11.8367
11.8045,11.8367,11.9398
11.8367,11.9398,11.8302
11.9398,11.8302,11.887
11.8302,11.887,11.8994
11.887,11.8994,11.9732
11.8994,11.9732,12.2328
11.9732,12.2328,12.2091
12.2328,12.2091,12.2294
12.2091,12.2294,12.2302
12.2294,12.2302,12.2482
12.2302,12.2482,12.2276
12.2482,12.2276,12.222
12.2276,12.222,12.4029
12.222,12.4029,12.3451
12.4029,12.3451,12.4356
12.3451,12.4356,12.513
12.4356,12.513,12.5435
12.513,12.5435,12.4857
12.5435,12.4857,12.4133
12.4857,12.4133,12.593
12.4133,12.593,12.7483
12.593,12.7483,12.8152
12.7483,12.8152,13.1121
12.8152,13.1121,13.1499
13.1121,13.1499,12.7181
13.1499,12.7181,12.8035
12.7181,12.8035,12.693
12.8035,12.693,12.6095
12.693,12.6095,12.5888
12.6095,12.5888,12.4422
12.5888,12.4422,12.3371
12.4422,12.3371,12.4359
12.3371,12.4359,12.4341
12.4359,12.4341,12.285
12.4341,12.285,12.4224
12.285,12.4224,12.4157
12.4224,12.4157,12.5451
12.4157,12.5451,12.4679
12.5451,12.4679,12.3107
12.4679,12.3107,12.352
12.3107,12.352,12.5641
12.352,12.5641,12.5796
12.5641,12.5796,12.7017
12.5796,12.7017,12.6824
12.7017,12.6824,12.393
12.6824,12.393,12.4882
12.393,12.4882,12.5252
12.4882,12.5252,12.7582
12.5252,12.7582,12.8099
12.7582,12.8099,12.8512
12.8099,12.8512,12.8975
12.8512,12.8975,13.0071
12.8975,13.0071,13.1297
13.0071,13.1297,13.1425
13.1297,13.1425,13.2545
13.1425,13.2545,13.3158
13.2545,13.3158,13.537
13.3158,13.537,13.4991
13.537,13.4991,13.5939
13.4991,13.5939,13.6382
13.5939,13.6382,13.7486
13.6382,13.7486,13.9688
13.7486,13.9688,13.9459
13.9688,13.9459,13.8039
13.9459,13.8039,13.9165
13.8039,13.9165,13.5579
13.9165,13.5579,13.4094
13.5579,13.4094,13.5955
13.4094,13.5955,13.6092
13.5955,13.6092,13.6306
13.6092,13.6306,13.7067
13.6306,13.7067,13.2999
13.7067,13.2999,12.8812
13.2999,12.8812,12.6561
12.8812,12.6561,12.0603
12.6561,12.0603,12.2342
12.0603,12.2342,12.4546
12.2342,12.4546,12.6002
12.4546,12.6002,12.8184
12.6002,12.8184,12.7201
12.8184,12.7201,12.8473
12.7201,12.8473,12.7954
12.8473,12.7954,12.9008
12.7954,12.9008,12.9718
12.9008,12.9718,12.6713
12.9718,12.6713,12.5094
12.6713,12.5094,12.4271
12.5094,12.4271,12.4239
12.4271,12.4239,12.5922
12.4239,12.5922,12.5167
12.5922,12.5167,12.6746
12.5167,12.6746,12.718
12.6746,12.718,12.7725
12.718,12.7725,12.6737
12.7725,12.6737,12.5977
12.6737,12.5977,12.6854
12.5977,12.6854,12.536
12.6854,12.536,12.6086
12.536,12.6086,12.5869
12.6086,12.5869,12.524
12.5869,12.524,12.3818
12.524,12.3818,12.0525
12.3818,12.0525,11.9082
12.0525,11.9082,11.9439
11.9082,11.9439,11.6036
11.9439,11.6036,11.9424
11.6036,11.9424,11.7179
11.9424,11.7179,11.6014
11.7179,11.6014,11.6469
11.6014,11.6469,12.0592
11.6469,12.0592,12.0377
12.0592,12.0377,11.9267
12.0377,11.9267,11.2899
11.9267,11.2899,11.4161
11.2899,11.4161,11.587
11.4161,11.587,11.3782
11.587,11.3782,11.5152
11.3782,11.5152,11.8366
11.5152,11.8366,11.6448
11.8366,11.6448,11.4233
11.6448,11.4233,11.4187
11.4233,11.4187,11.504
11.4187,11.504,11.4293
11.504,11.4293,11.4451
11.4293,11.4451,11.3119
11.4451,11.3119,11.5174
11.3119,11.5174,11.7434
11.5174,11.7434,11.7121
11.7434,11.7121,11.8138
11.7121,11.8138,11.7347
11.8138,11.7347,11.9141
11.7347,11.9141,11.8976
11.9141,11.8976,11.7869
11.8976,11.7869,11.6532
11.7869,11.6532,11.8398
11.6532,11.8398,11.8558
11.8398,11.8558,11.5131
11.8558,11.5131,11.5128
11.5131,11.5128,11.4318
11.5128,11.4318,11.5746
11.4318,11.5746,11.2759
11.5746,11.2759,11.5144
11.2759,11.5144,11.4943
11.5144,11.4943,11.7176
11.4943,11.7176,11.7723
11.7176,11.7723,11.7145
11.7723,11.7145,11.7505
11.7145,11.7505,11.5065
11.7505,11.5065,11.6342
11.5065,11.6342,11.748
11.6342,11.748,11.6544
11.748,11.6544,11.6754
11.6544,11.6754,11.6578
11.6754,11.6578,11.268
11.6578,11.268,11.414
11.268,11.414,11.3393
11.414,11.3393,11.3342
11.3393,11.3342,11.0925
11.3342,11.0925,10.9542
11.0925,10.9542,10.6569
10.9542,10.6569,10.6528
10.6569,10.6528,10.909
10.6528,10.909,10.4656
10.909,10.4656,10.2989
10.4656,10.2989,10.3856
10.2989,10.3856,10.9259
10.3856,10.9259,10.834
10.9259,10.834,10.8885
10.834,10.8885,10.6307
10.8885,10.6307,10.7826
10.6307,10.7826,10.8108
10.7826,10.8108,10.6818
10.8108,10.6818,10.6069
10.6818,10.6069,10.5834
10.6069,10.5834,10.5782
10.5834,10.5782,10.8948
10.5782,10.8948,10.9237
10.8948,10.9237,11.1197
10.9237,11.1197,11.1269
11.1197,11.1269,10.9717
11.1269,10.9717,10.9545
10.9717,10.9545,10.7393
10.9545,10.7393,10.4779
10.7393,10.4779,10.3873
10.4779,10.3873,10.3209
10.3873,10.3209,10.6701
10.3209,10.6701,10.4812
10.6701,10.4812,10.7713
10.4812,10.7713,10.7685
10.7713,10.7685,10.5818
10.7685,10.5818,10.3102
10.5818,10.3102,10.3476
10.3102,10.3476,10.2355
10.3476,10.2355,10.3733
10.2355,10.3733,10.5763
10.3733,10.5763,10.5344
10.5763,10.5344,10.5489
10.5344,10.5489,10.6061
10.5489,10.6061,10.7644
10.6061,10.7644,10.7449
10.7644,10.7449,10.7218
10.7449,10.7218,10.5963
10.7218,10.5963,10.5655
10.5963,10.5655,10.6047
10.5655,10.6047,10.7109
10.6047,10.7109,10.4417
10.7109,10.4417,10.36
10.4417,10.36,10.4011
10.36,10.4011,10.3452
10.4011,10.3452,10.2185
10.3452,10.2185,10.2167
10.2185,10.2167,10.3454
10.2167,10.3454,10.3629
10.3454,10.3629,10.3128
10.3629,10.3128,10.4742
10.3128,10.4742,10.6296
10.4742,10.6296,10.6613
10.6296,10.6613,11.0376
10.6613,11.0376,10.9289
11.0376,10.9289,11.0058
10.9289,11.0058,10.9158
11.0058,10.9158,11.0399
10.9158,11.0399,10.5146
11.0399,10.5146,10.5884
10.5146,10.5884,10.5631
10.5884,10.5631,10.1582
10.5631,10.1582,10.4197
10.1582,10.4197,10.3393
10.4197,10.3393,10.1594
10.3393,10.1594,10.4627
10.1594,10.4627,10.8866
10.4627,10.8866,10.5357
10.8866,10.5357,10.5768
10.5357,10.5768,10.5252
10.5768,10.5252,10.1984
10.5252,10.1984,10.2366
10.1984,10.2366,10.4164
10.2366,10.4164,10.4479
10.4164,10.4479,10.8591
10.4479,10.8591,10.5975
10.8591,10.5975,10.6124
10.5975,10.6124,10.5343
10.6124,10.5343,10.5645
10.5343,10.5645,10.3194
10.5645,10.3194,10.366
10.3194,10.366,10.4772
10.366,10.4772,10.2923
10.4772,10.2923,10.4394
10.2923,10.4394,10.4607
10.4394,10.4607,10.5307
10.4607,10.5307,10.3463
10.5307,10.3463,10.3833
10.3463,10.3833,10.3457
10.3833,10.3457,10.1618
10.3457,10.1618,10.2131
10.1618,10.2131,10.1411
10.2131,10.1411,10.2676
10.1411,10.2676,10.1741
10.2676,10.1741,10.2861
10.1741,10.2861,10.5582
10.2861,10.5582,10.5406
10.5582,10.5406,10.2762
10.5406,10.2762,10.2225
10.2762,10.2225,10.1622
10.2225,10.1622,10.2141
10.1622,10.2141,10.379
10.2141,10.379,10.2005
10.379,10.2005,10.2123
10.2005,10.2123,10.139
10.2123,10.139,10.0261
10.139,10.0261,9.8425
10.0261,9.8425,9.7495
9.8425,9.7495,9.6631
9.7495,9.6631,9.5744
9.6631,9.5744,9.5846
9.5744,9.5846,9.539
9.5846,9.539,9.5484
9.539,9.5484,9.6915
9.5484,9.6915,9.6927
9.6915,9.6927,9.6756
9.6927,9.6756,9.8291
9.6756,9.8291,9.8495
9.8291,9.8495,9.9117
9.8495,9.9117,9.775
9.9117,9.775,10.0164
9.775,10.0164,10.0505
10.0164,10.0505,9.969
10.0505,9.969,10.1532
9.969,10.1532,10.2227
10.1532,10.2227,10.0904
10.2227,10.0904,10.0892
10.0904,10.0892,10.1604
10.0892,10.1604,10.3271
10.1604,10.3271,10.2678
10.3271,10.2678,10.3439
10.2678,10.3439,10.3233
10.3439,10.3233,10.5331
10.3233,10.5331,10.5678
10.5331,10.5678,10.6793
10.5678,10.6793,10.6801
10.6793,10.6801,10.8579
10.6801,10.8579,10.8602
10.8579,10.8602,10.5826
10.8602,10.5826,10.8533
10.5826,10.8533,10.8963
10.8533,10.8963,10.8625
10.8963,10.8625,11.0312
10.8625,11.0312,11.6698
11.0312,11.6698,11.471
11.6698,11.471,11.5154
11.471,11.5154,11.4779
11.5154,11.4779,11.8544
11.4779,11.8544,11.9562
11.8544,11.9562,11.9569
11.9562,11.9569,11.9327
11.9569,11.9327,11.6739
11.9327,11.6739,11.2363
11.6739,11.2363,11.3648
11.2363,11.3648,11.5161
11.3648,11.5161,11.4398
11.5161,11.4398,11.4954
11.4398,11.4954,11.9471
11.4954,11.9471,11.8519
11.9471,11.8519,11.8559
11.8519,11.8559,11.7789
11.8559,11.7789,11.7739
11.7789,11.7739,11.4315
11.7739,11.4315,11.4328
11.4315,11.4328,11.5655
11.4328,11.5655,11.511
11.5655,11.511,11.982
11.511,11.982,12.2221
11.982,12.2221,12.2381
12.2221,12.2381,12.3342
12.2381,12.3342,12.4811
12.3342,12.4811,12.5748
12.4811,12.5748,12.6466
12.5748,12.6466,12.3643
12.6466,12.3643,12.3668
12.3643,12.3668,12.787
12.3668,12.787,12.6882
12.787,12.6882,12.5553
12.6882,12.5553,12.556
12.5553,12.556,12.3102
12.556,12.3102,12.2548
12.3102,12.2548,12.454
12.2548,12.454,12.4349
12.454,12.4349,11.8684
12.4349,11.8684,11.6595
11.8684,11.6595,11.4024
11.6595,11.4024,11.7657
11.4024,11.7657,11.5897
11.7657,11.5897,11.7827
11.5897,11.7827,11.8547
11.7827,11.8547,11.6771
11.8547,11.6771,11.6234
11.6771,11.6234,11.6273
11.6234,11.6273,11.4823
11.6273,11.4823,11.5171
11.4823,11.5171,11.6003
11.5171,11.6003,11.6355
11.6003,11.6355,11.6908
11.6355,11.6908,11.6525
11.6908,11.6525,11.5766
11.6525,11.5766,11.6099
11.5766,11.6099,11.63
11.6099,11.63,11.5918
11.63,11.5918,11.7126
11.5918,11.7126,11.9835
11.7126,11.9835,11.9114
11.9835,11.9114,11.9241
11.9114,11.9241,11.833
11.9241,11.833,11.8483
11.833,11.8483,11.8709
11.8483,11.8709,12.1253
11.8709,12.1253,12.4681
12.1253,12.4681,12.4233
12.4681,12.4233,12.2576
12.4233,12.2576,12.2261
12.2576,12.2261,12.4015
12.2261,12.4015,12.4005
12.4015,12.4005,12.6945
12.4005,12.6945,12.5636
12.6945,12.5636,12.5671
12.5636,12.5671,12.6049
12.5671,12.6049,12.3888
12.6049,12.3888,12.3182
12.3888,12.3182,12.3361
12.3182,12.3361,12.3302
12.3361,12.3302,12.4453
12.3302,12.4453,12.4511
12.4453,12.4511,12.3229
12.4511,12.3229,12.2831
12.3229,12.2831,12.4248
12.2831,12.4248,12.3543
12.4248,12.3543,12.3734
12.3543,12.3734,12.4468
12.3734,12.4468,12.5724
12.4468,12.5724,12.5572
12.5724,12.5572,12.5981
12.5572,12.5981,12.5053
12.5981,12.5053,12.361
12.5053,12.361,12.1459
12.361,12.1459,11.9554
12.1459,11.9554,11.8924
11.9554,11.8924,11.8783
11.8924,11.8783,11.982
11.8783,11.982,11.946
11.982,11.946,11.9809
11.946,11.9809,12.0643
11.9809,12.0643,12.0991
12.0643,12.0991,12.1689
12.0991,12.1689,12.3367
12.1689,12.3367,12.3689
12.3367,12.3689,12.387
12.3689,12.387,12.3816
12.387,12.3816,12.5036
12.3816,12.5036,12.3101
12.5036,12.3101,12.3237
12.3101,12.3237,12.2891
12.3237,12.2891,12.3247
12.2891,12.3247,12.3772
12.3247,12.3772,12.4754
12.3772,12.4754,12.4013
12.4754,12.4013,12.5716
12.4013,12.5716,12.6406
12.5716,12.6406,12.7515
12.6406,12.7515,12.75
12.7515,12.75,12.6632
12.75,12.6632,12.6097
12.6632,12.6097,12.7543
12.6097,12.7543,12.6966
12.7543,12.6966,12.5157
12.6966,12.5157,12.6042
12.5157,12.6042,12.6058
12.6042,12.6058,12.488
12.6058,12.488,12.5231
12.488,12.5231,12.4863
12.5231,12.4863,12.5198
12.4863,12.5198,12.4688
12.5198,12.4688,12.3608
